Date,Close,High,Low,Open,Volume
2013-02-22,180.60382080078125,182.57189824707447,179.64071163752405,179.74539437780552,9725304
2013-02-25,178.8765106201172,181.09584075514442,178.1751222410036,180.89694353644592,9878487
2013-02-26,172.41738891601562,177.90291811926826,171.42287495372938,177.90291811926826,13474915
2013-02-27,174.0504913330078,176.07092419243654,173.1815966073361,173.77831619929597,17709146
2013-02-28,170.39697265625,175.777819642253,168.70105623358805,175.28579675039865,27667849
2013-03-01,169.67462158203125,171.370537883148,168.64870277265632,170.8471102044125,13906688
2013-03-04,170.13525390625,171.3182109020366,168.5230976384453,169.36058758529697,14948007
2013-03-05,173.0141143798828,174.7100168570119,171.49617257755682,171.49617257755682,13159371
2013-03-06,174.87753295898438,175.53704829626884,173.08740193106618,174.17613054308163,10778102
2013-03-07,175.13922119140625,176.18607658962213,172.53255097032203,174.04002442091303,10529882
2013-03-08,178.23793029785156,178.94978694527862,175.8720303622537,176.50014081308166,10131948
2013-03-11,176.8141632080078,180.1850446963397,175.88245902799386,178.40538251405118,10569010
2013-03-12,177.51559448242188,178.9079169540663,176.6152949006768,178.07042702086136,8552523
2013-03-13,176.9188995361328,179.34760930812584,175.9139171460899,176.33266213799706,9401899
2013-03-14,180.06993103027344,180.78180169654414,174.87752676771996,176.70953083306136,14790357
2013-03-15,176.63623046875,182.02754567817345,175.51609712333814,181.053968178541,12793329
2013-03-18,174.67860412597656,176.60482254200403,173.94581093361887,174.82517394551567,8023328
2013-03-19,172.73143005371094,175.66263045156703,169.98867255260726,175.1601393541155,17970333
2013-03-20,172.24990844726562,173.7364454772201,170.29228504983018,173.6526992743498,20179135
2013-03-21,170.13525390625,174.36456276388242,168.4916928136635,172.73145596988815,16660114
2013-03-22,169.71649169921875,171.8939625446581,168.40792951351588,169.23493712512803,11876985
2013-03-25,169.43385314941406,172.38599032155298,167.9682528375082,171.81022126622102,14058667
2013-03-26,164.01113891601562,168.54402756850348,163.309736570767,168.02059986636328,19465627
2013-03-28,161.82321166992188,164.5555153794081,160.04354896476974,164.35660417250557,26513604
2013-04-01,163.04803466796875,165.57095878477492,162.0116475066764,163.51912101185937,8326610
2013-04-02,166.22000122070312,166.7643654734359,162.9538017279719,163.351610137059,11110756
2013-04-03,162.58740234375,167.28778311937168,161.42538200999027,167.0365445453698,9321547
2013-04-04,160.7030792236328,162.8805364029636,160.00167682212881,161.73946643651965,11915658
2013-04-05,163.33067321777344,163.81222782213806,160.73447125454732,161.00664639212957,12989770
2013-04-08,165.27783203125,166.3142191857587,162.89099550291624,162.91193205244835,8878601
2013-04-09,162.67115783691406,166.5759360418117,161.44632778961588,165.84312887306893,13081885
2013-04-10,163.18411254882812,164.1367534548637,161.55101984262453,163.33066838780772,12190258
2013-04-11,161.4463348388672,164.37753568915463,159.9912026886959,164.14723363976142,11428531
2013-04-12,162.33616638183594,163.39349010813783,160.1691775542999,160.58792253009307,11349794
2013-04-15,166.1571807861328,167.48669349617873,161.85459444000008,161.85459444000008,16184406
2013-04-16,168.5335693359375,169.59089307773388,164.44034796923484,166.86905768335868,17774606
2013-04-17,161.99069213867188,169.50712224173958,161.04851956034213,168.72197376768705,32105722
2013-04-18,163.64474487304688,164.39847465848837,161.77086772006666,162.57695285747582,13793320
2013-04-22,165.3511199951172,166.38750721255775,162.95381504644746,164.5659853636533,12790893
2013-04-23,168.27183532714844,168.71151682498754,164.5764366573036,165.71750651102042,12356228
2013-04-25,171.61131286621094,173.06644492757152,169.08838887016387,169.08838887016387,25921526
2013-04-26,165.90591430664062,172.73142396316024,165.3406135889819,170.21896856449234,20852076
2013-04-29,165.95826721191406,167.26682926881188,165.0789043412048,166.05248166741887,20968563
2013-04-30,165.02658081054688,166.79576103965258,162.71302238258772,166.16765062541194,17548959
2013-05-02,168.10435485839844,168.96278136630517,164.02161577281237,164.85909175425618,27236264
2013-05-03,167.60186767578125,170.82619430668595,166.42939288799894,168.12529541779145,12917135
2013-05-06,172.01962280273438,172.7210112950321,167.95781976528096,167.95781976528096,9358282
2013-05-07,173.39097595214844,175.01360040793514,171.61131340453224,171.99865353242137,16529868
2013-05-08,173.70504760742188,174.38551348566443,172.11382776015677,173.79927606576007,11858396
2013-05-09,171.28677368164062,174.12375973986644,170.63772672960994,173.44330796643106,8182539
2013-05-10,172.2616729736328,173.8615063826199,171.46706768833306,172.63249631739916,9081731
2013-05-13,170.15330505371094,174.92099345221348,169.26333466666713,172.34643323006713,9087230
2013-05-14,169.12559509277344,171.42468275989742,168.5852589936204,169.63414754756008,8828077
2013-05-15,173.54368591308594,173.92510387161437,169.9414397701393,169.9414397701393,11255447
2013-05-16,178.1312255859375,178.79869629995466,172.80201198774157,172.9079716198239,15197535
2013-05-17,177.0399627685547,178.9894163558897,174.45482209902246,178.13122960072207,12484982
2013-05-20,176.1182098388672,181.17195117154762,175.6096573408926,177.44257090137563,13237846
2013-05-21,175.57791137695312,177.99353979701414,174.87865684650865,176.1076530866664,10594235
2013-05-22,173.49069213867188,176.7221144819042,172.3782220490223,175.89572550764424,12579289
2013-05-23,166.22262573242188,172.90798449897113,165.3008716356445,171.98623040219374,12798137
2013-05-24,166.6464080810547,168.3945510396223,165.11015609506808,168.11909277526698,7975390
2013-05-27,175.51431274414062,176.4678504804269,169.72951902999407,170.1003424040889,18956469
2013-05-28,178.71395874023438,179.45560551832943,175.06933458353024,175.87454866061753,21734556
2013-05-29,179.66749572753906,180.0701027643182,176.6055859699426,178.09945992449124,25752389
2013-05-30,177.31541442871094,179.26486794334454,175.87452753477922,179.05297697215596,18225094
2013-05-31,170.8525848388672,177.0929588805248,169.9626284643325,176.74332457396616,17159386
2013-06-03,166.9536895751953,170.65128662461544,166.39215012244358,170.30165232165774,14165128
2013-06-04,165.32205200195312,169.47524249282245,165.0995664741026,167.52578890719352,14752690
2013-06-05,169.94143676757812,170.42880022127386,165.38563873633973,165.38563873633973,12748842
2013-06-06,167.82244873046875,170.3440222911735,166.99605970649318,169.51763326719794,17113393
2013-06-07,166.04249572753906,169.94140257258087,165.49156508355586,168.28859649570725,9420701
2013-06-10,167.2609100341797,168.56408198139647,165.7034689138036,167.18674819200822,11361378
2013-06-11,166.46632385253906,167.71650905408708,164.28377580748955,166.02133860344986,13242164
2013-06-12,167.56817626953125,168.98788834063504,165.74585717155833,165.92597865840622,12774566
2013-06-13,167.3562469482422,168.01313721370096,165.39619898970736,165.91536013124772,9726275
2013-06-14,172.62191772460938,173.72377916429247,168.69122669416942,168.71241579320463,17575615
2013-06-17,174.9315948486328,175.4295528055277,171.86967111800203,172.8020197366468,11089648
2013-06-18,174.47598266601562,177.46372985217857,173.21518911181985,174.5395499493481,15658352
2013-06-19,176.2347412109375,176.56318635938763,172.6748739001885,174.17934222207927,17331546
2013-06-20,169.0938262939453,173.31056997615588,168.4581392058831,173.31056997615588,17422410
2013-06-21,168.00257873535156,171.7107703437603,166.0425303560003,169.49645275796877,20486223
2013-06-24,167.9601593017578,168.70179178340553,164.96181744231765,167.39861998553397,16311628
2013-06-25,170.3228302001953,173.7343741682706,168.45814704544082,169.45406299255296,19232377
2013-06-26,170.28042602539062,172.57951365062476,169.75068448401174,171.52003056786697,16661304
2013-06-27,175.87452697753906,177.34721165740766,172.56892882299798,173.01391400600878,25751492
2013-06-28,182.78237915039062,184.9861019260097,179.2648757167348,184.24445520484062,48133694
2013-07-01,187.67721557617188,188.16457904731055,181.30970679965986,182.65525715680792,20497553
2013-07-02,184.74244689941406,188.96980003444173,184.0855705953334,187.12629158872082,17779689
2013-07-03,180.2926025390625,182.94132506406584,179.80523906553435,182.33742153369835,12816463
2013-07-04,182.5810546875,184.47753539733174,179.55092902902408,180.7693303633726,13233510
2013-07-05,186.54356384277344,187.47591255012156,183.57700491754824,183.57700491754824,12756629
2013-07-08,183.70411682128906,185.08145061172908,181.83943378192154,184.3504125934127,14253091
2013-07-09,185.36752319335938,186.8508025176404,183.72531148599165,184.15970214855776,12922258
2013-07-10,181.3838653564453,186.43760694154372,177.78160534968922,185.25097495705108,22237458
2013-07-11,184.36099243164062,185.04965219944808,182.07249932943884,183.29090064438827,11368001
2013-07-12,188.57774353027344,189.85972633155825,184.2656349931422,185.2509562919627,14371976
2013-07-15,190.03985595703125,190.68613763529459,187.74076794167635,187.74076794167635,12913233
2013-07-16,190.83447265625,191.65026711808696,187.1156725976765,187.95267030358002,12974694
2013-07-17,193.8751983642578,194.50029095031127,191.34303022556873,191.34303022556873,23132227
2013-07-18,194.362548828125,194.93466862674012,192.65676983649664,194.52146706526102,12303560
2013-07-19,195.72930908203125,196.61926545031073,193.4725991481812,194.74398761632278,14298611
2013-07-22,192.625,193.88579387311916,190.48484434008714,193.88579387311916,16958736
2013-07-23,192.73094177246094,196.00474225817052,192.24357837723386,193.26068336336647,12430954
2013-07-24,192.6885528564453,194.2883863514399,189.6796160402491,192.40250003053197,13788582
2013-07-25,188.74728393554688,193.292487349585,185.9290629017545,191.968126160501,15831296
2013-07-26,188.62014770507812,191.4913556091563,187.62423172059485,189.0545383976625,9565406
2013-07-29,187.67721557617188,190.42128904331705,187.00974474534644,187.96328258648413,9151355
2013-07-30,181.66990661621094,189.0121411610282,180.9388685988545,187.96325253247218,11393034
2013-07-31,184.78482055664062,186.4058291234284,178.5444467918586,181.94539631859664,15795755
2013-08-01,180.11248779296875,187.07330529501706,179.0212208338206,185.4417021313885,11071339
2013-08-02,181.66990661621094,184.76359975749995,180.11246549669062,182.2314318515543,12821918
2013-08-05,182.55987548828125,184.96490878764857,181.33087953909154,182.23143033094652,12559130
2013-08-06,178.2160186767578,183.12143719160116,175.90635000138082,181.90303554852736,12415511
2013-08-07,184.86956787109375,186.86139973081237,176.08643184151038,179.05299053236473,18794821
2013-08-08,183.42868041992188,184.86958167549548,181.62755031422319,183.78890927004696,11367214
2013-08-12,179.1907501220703,184.95435569333938,178.08888851136538,184.13854696400864,8728866
2013-08-13,180.72695922851562,182.22083301966828,176.93401180564896,178.62918202071077,11537003
2013-08-14,183.29092407226562,183.92662532602927,179.57213821889943,181.383862745752,11260259
2013-08-16,175.1752471923828,183.71469321745377,173.15163197469633,183.29089715881454,27321905
2013-08-19,173.80853271484375,176.72211865404034,171.1174464568001,174.3912612186236,16150138
2013-08-20,174.8892364501953,176.04407073258065,170.58772168743275,171.8696905745004,11418893
2013-08-21,166.04249572753906,176.87043503199232,165.3220381696906,176.51020625306808,15711357
2013-08-22,170.81019592285156,171.3505321018604,164.0506893379341,165.79883247121535,22293762
2013-08-23,173.6496124267578,174.75147383540653,171.31874087390437,172.42061642747862,14332191
2013-08-26,174.30648803710938,176.18177982230503,171.29755119941964,174.28529893874222,9916035
2013-08-27,170.20628356933594,174.79385064928525,169.51762373061067,172.48418235807023,13094883
2013-08-28,172.01800537109375,173.448311916862,161.8681304141019,168.47932700053184,25813146
2013-08-29,179.10597229003906,180.8329405025972,172.1663440799749,172.90799086246375,30837833
2013-08-30,180.92828369140625,182.23144156242543,175.51431333318467,178.79870852925944,21443760
2013-09-02,187.8997039794922,188.5883638700292,180.79054880090757,180.79054880090757,21052445
2013-09-03,176.08644104003906,188.94859240521794,175.5143211996901,188.20694562129881,17326878
2013-09-04,179.97474670410156,183.19557461699506,176.5102300081349,176.66914825040487,13323596
2013-09-05,182.7718048095703,184.29747673474355,180.3455960485343,182.86716991358958,14254145
2013-09-06,183.92662048339844,185.09204917640412,178.31133971091117,184.35041659310744,15048312
2013-09-10,188.66250610351562,189.3405855185439,183.55579211776697,184.96490954705303,18493766
2013-09-11,188.11158752441406,189.2028544140711,185.22978518741178,188.3764654071568,14860857
2013-09-12,185.49465942382812,190.91922426186892,184.59409444310185,188.16455657316806,17979275
2013-09-13,184.98611450195312,187.25341887074902,183.72532064822303,183.9266312381919,9825959
2013-09-16,182.60223388671875,188.10095970541906,180.96003656793283,187.73013639313726,12050423
2013-09-17,181.8394317626953,183.07902225887878,180.6633944142194,181.45801386197542,10930099
2013-09-18,184.76361083984375,185.40990664988433,181.55337746836707,182.33740242205445,13704245
2013-09-19,188.71548461914062,189.8491438134936,186.5859236592995,188.17514846731416,18935509
2013-09-20,186.87200927734375,190.91924061775697,184.4563811043649,187.7407765396577,18362492
2013-09-23,185.27218627929688,186.68128972087467,183.29093470223913,184.7848228337738,8875005
2013-09-24,185.3251495361328,187.43352146041883,183.95841021969116,184.77420467382734,12352943
2013-09-25,179.9111785888672,185.38871624170918,178.45968288129257,184.85897462495956,17472523
2013-09-26,177.62269592285156,180.14426956578535,176.98700877331135,179.4026369154762,19874983
2013-09-27,177.97232055664062,181.0660138806696,177.35782254062067,178.41730578063465,12006474
2013-09-30,174.2641143798828,178.94704669026862,173.56485997062575,176.3089190052821,15922812
2013-10-01,174.0628204345703,175.85335589859943,173.26820092386396,175.09052003672724,9108666
2013-10-03,179.46615600585938,179.87935749278634,174.47598281088887,174.47598281088887,9108321
2013-10-04,181.04483032226562,182.16788089365858,177.56971896490194,178.11005515094672,9909849
2013-10-07,178.8516845703125,180.62101665428773,177.14590563419793,179.60391167986754,11265723
2013-10-08,179.04238891601562,181.10838253971983,177.8239733527252,180.0488993555087,12119312
2013-10-09,182.4221954345703,183.85250234046856,177.46380381876114,177.98295099394537,11954619
2013-10-10,182.23143005371094,182.8247530747533,179.69926217274696,182.01953907828505,9371240
2013-10-11,182.94131469726562,183.92663613910815,181.02364456368755,183.29093484797153,9773103
2013-10-14,184.4139862060547,185.40990212566638,182.90951777738442,183.2909215504842,12156983
2013-10-15,183.8842315673828,190.42125187712398,183.07901759138318,190.13518492264595,23041721
2013-10-17,186.54356384277344,188.16457245797045,183.21677606586218,184.35043537191436,17613513
2013-10-18,191.904541015625,192.40249896586627,186.8084214736703,186.8084214736703,22177371
2013-10-21,193.50436401367188,193.99172742407404,189.89152370511653,191.90454464222208,15143599
2013-10-22,191.59727478027344,193.02758126079573,190.17756284823815,192.27535417329227,10246173
2013-10-23,190.0186767578125,192.65679050187558,188.0904120273579,191.80921233464233,8945093
2013-10-24,187.4229278564453,193.03819469819726,186.7554429465997,189.02274726930344,11717100
2013-10-25,187.95266723632812,189.18166325627536,186.33165874375217,187.3381692263545,9945744
2013-10-28,188.74728393554688,191.73504605974344,188.13278588862312,188.16456953872643,15374364
2013-10-29,190.0292510986328,191.54431406216042,187.29578669276202,188.39764809443204,14450634
2013-10-30,190.31532287597656,191.3218333606912,189.58427067617183,189.9656886002036,9614780
2013-10-31,193.82220458984375,194.5214589489918,189.85973021651355,190.70730825746654,19779731
2013-11-01,192.45547485351562,196.3331930282682,191.41718073988278,192.8474873196649,11890914
2013-11-05,192.76271057128906,195.30547284075928,191.41716052736714,191.41716052736714,10955587
2013-11-06,190.41065979003906,194.924064814548,189.6372294495473,192.82628760433994,9619806
2013-11-07,187.7195587158203,191.93631635933693,186.9143588779841,190.4954153161949,9792601
2013-11-08,185.61119079589844,188.1645477836173,184.5940858203347,187.7407516863116,8755784
2013-11-11,183.05783081054688,186.91435967345953,182.2738059216312,185.19798621472378,8901228
2013-11-12,180.6634063720703,184.6894483313389,180.15485385242508,183.29092536608303,12169801
2013-11-13,178.92584228515625,182.52808780773526,178.4384789067819,180.09127091586353,8391536
2013-11-14,180.46209716796875,183.07902142741275,180.19721930494472,180.377340778177,8031378
2013-11-18,185.35691833496094,185.99260539717557,181.41563308836575,181.82883462952893,12073167
2013-11-19,186.11973571777344,187.507663990175,185.40988683146662,185.40988683146662,8434885
2013-11-20,182.7611846923828,187.10507730323516,181.5957559544405,185.3781232953779,13090661
2013-11-21,179.60389709472656,182.2314157077843,178.72452132608697,182.21022661190977,11465699
2013-11-22,178.78811645507812,181.47921691974858,177.8027950536291,180.3243827249065,7482129
2013-11-25,180.47268676757812,181.5639535460705,178.8516784224897,179.55093276402064,10078405
2013-11-26,178.2583465576172,181.55334997106277,177.47433586759868,180.21839450004907,13965988
2013-11-27,177.5591278076172,180.00653958878218,176.98700796116364,178.94705629610127,11421820
2013-11-28,179.67808532714844,181.46862077129046,178.65038573640592,178.65038573640592,12546701
2013-11-29,180.79054260253906,181.48981116396075,179.81581575231718,180.31378787192335,9884161
2013-12-02,181.23553466796875,182.8565573929325,180.59984752490197,180.74817122446802,7221751
2013-12-03,182.63404846191406,183.3968843109549,180.25020411481873,181.17195820535733,9184625
2013-12-04,181.39443969726562,183.82066199878034,180.79052215028634,182.42213917907335,8761077
2013-12-05,184.56231689453125,185.83370528785392,183.9372243199875,184.77420788762197,12534404
2013-12-06,183.6511688232422,185.33575890340248,182.4857399984841,184.3822210849906,7301066
2013-12-09,186.2469024658203,188.1645726332974,185.6641880594165,186.91438741882038,12704841
2013-12-10,187.4547119140625,188.3128987172076,186.15153988502465,186.15153988502465,8718563
2013-12-11,187.0203399658203,187.51829798931246,184.88018416334305,186.9991508646048,4977570
2013-12-12,184.39279174804688,186.46937992093495,183.92661744954904,186.04558381821644,5690033
2013-12-13,183.22735595703125,183.94781360276346,181.73348206373663,183.7147193721116,8926111
2013-12-16,179.06356811523438,182.70819176483616,178.67155568106622,182.23142294380452,10046119
2013-12-17,177.823974609375,180.72696590998947,177.30482756254432,179.83700964751208,10089421
2013-12-18,182.22085571289062,183.047258898548,177.823990180875,177.823990180875,12009855
2013-12-19,180.9706573486328,183.16378560747077,178.7775149448694,183.16378560747077,13450539
2013-12-20,189.67962646484375,190.28354408703555,182.67643109067745,184.77420850903505,20508621
2013-12-23,189.91268920898438,192.61436965657734,188.58832828255908,190.4954034902359,16191974
2013-12-24,190.29412841796875,191.7668131805975,189.66902172996473,189.96568325028488,7306775
2013-12-26,188.06919860839844,190.70731201133864,186.91436448747874,189.54188334151004,14619868
2013-12-27,186.2257080078125,189.41476654336373,185.8125205615614,188.29171596370017,7744563
2013-12-30,187.973876953125,188.5565913788218,185.59003235261332,186.68129935009077,10315527
2013-12-31,189.69020080566406,190.33649655776264,187.97384150393296,188.16454337803933,5706010
2014-01-01,188.33407592773438,190.33650224538601,188.07979260973613,190.16697531841217,5849398
2014-01-02,185.409912109375,189.85975033947824,184.37161793684353,188.1009984891129,6023632
2014-01-03,183.13201904296875,185.06028375231588,181.17197068313305,184.6894603516891,12833897
2014-01-06,181.16136169433594,182.92011346090413,180.1124730219564,182.67642468165374,13315857
2014-01-07,178.43850708007812,182.2208605252506,178.004116375885,181.08721536121413,17311470
2014-01-08,179.9111785888672,181.66991623009963,178.9258572014233,178.9258572014233,12726430
2014-01-09,180.2607879638672,180.9176782795828,179.06357565913305,180.20781521984577,8309185
2014-01-10,181.8394317626953,185.68535198143564,179.68866763733797,179.76282947874256,14839980
2014-01-13,186.55413818359375,187.105068879176,183.92661929429568,183.97959203955116,12058586
2014-01-14,186.7872314453125,187.43351307902495,184.86956149724296,186.15153021567133,12075547
2014-01-15,187.62423706054688,189.64785273693593,186.68129379894097,187.4653188068808,12660424
2014-01-16,187.77255249023438,189.2876154290777,186.90377118406542,188.3128886331138,18038361
2014-01-17,187.47589111328125,190.05043724183875,186.52235341456733,188.40823971402043,15463211
2014-01-20,184.29747009277344,188.37648524409926,183.52403960705064,187.93149997278204,16576057
2014-01-21,182.8777313232422,185.1132377609739,182.65523164742282,184.91194132826027,9806364
2014-01-22,184.86956787109375,185.48406587900305,181.8394418840687,182.97308695563123,8517726
2014-01-23,183.46044921875,184.62587793107696,182.35858780219442,182.35858780219442,13767334
2014-01-24,183.85244750976562,185.33572673149175,182.4645192243436,182.65522109695178,11879019
2014-01-27,178.66098022460938,182.40096935401618,178.06767130823877,181.38386431311633,12345838
2014-01-28,179.0211944580078,181.38384952631733,178.56561472214813,179.4767741938675,11573795
2014-01-29,177.27305603027344,180.64222186287392,176.93403043851325,180.07010203185237,12374165
2014-01-30,174.81503295898438,176.69032466282573,174.22172408551745,176.17117763042657,14102043
2014-01-31,176.1182098388672,176.6055732387981,175.05872664683056,175.2388339802022,11038353
2014-02-03,173.9462890625,175.83216142214266,173.63903296352262,175.0693396671592,8227762
2014-02-04,174.0840301513672,175.1647026295701,172.30408902614283,172.59015604445665,12362252
2014-02-05,173.17283630371094,174.073401239423,170.97970812761744,173.77673972880228,11298451
2014-02-06,172.87619018554688,174.62433318078698,171.2445730827461,173.75555188513007,10826505
2014-02-07,172.5795440673828,174.56078145900872,171.7637354432099,174.20055262100593,8459052
2014-02-10,174.16876220703125,174.94219260197923,171.88026881526775,172.74905015467968,10345205
2014-02-11,170.6300811767578,174.81504128135535,170.1003395704154,174.39125931222188,12609169
2014-02-12,173.31057739257812,174.158169642882,171.08566541668782,171.21280001075561,9828890
2014-02-13,171.08566284179688,173.52247991605128,170.5877048775998,173.52247991605128,8657303
2014-02-14,174.18997192382812,174.603173543673,171.21281832473016,172.0392215644199,9218744
2014-02-17,172.1239471435547,174.17934617910774,171.01149123584605,173.25759214874634,9058505
2014-02-18,172.30406188964844,173.29997780407345,171.02209314688835,171.02209314688835,5741275
2014-02-19,172.1133270263672,173.75552427211832,171.63655825890103,172.27224523388165,6130140
2014-02-20,170.67247009277344,172.42062740494447,170.17451210284176,171.91207486511902,8041497
2014-02-21,171.9544677734375,172.90800563529027,170.70426834425788,171.02211901318466,6256274
2014-02-24,172.134521484375,172.68545209918145,170.64064785242195,171.22336210972168,6800627
2014-02-25,171.7531280517578,172.90797632799496,171.11744096657858,172.54774751692577,7039336
2014-02-26,171.78494262695312,173.08811482387281,171.26579548735313,171.84850993242318,13608048
2014-02-28,169.50704956054688,172.7702559561178,168.0555537197164,171.78493447821563,18949872
2014-03-03,170.23806762695312,170.95852525974598,168.91370654706284,169.5388132374075,11635479
2014-03-04,172.2616729736328,172.62190176886082,170.06854484649898,170.15330123480567,8997053
2014-03-05,171.00091552734375,173.3317730869813,170.60890303579242,172.8126259965246,11827655
2014-03-06,174.27468872070312,174.68789024663772,171.48825181131969,171.49884635955073,10172590
2014-03-07,184.2232666015625,185.19799340376377,174.8150382939884,174.8150382939884,33597187
2014-03-10,187.62423706054688,191.4807665089257,182.9519130984219,183.3121419516586,32869474
2014-03-11,185.35691833496094,188.12216624979564,184.79539311309682,187.528857382067,12780183
2014-03-12,184.636474609375,187.0838862494227,183.8524638075618,185.19799987342284,9431389
2014-03-13,186.37403869628906,189.59486661297436,185.3463391052149,185.40990640219772,17221827
2014-03-14,187.77255249023438,188.57775235760116,184.14910357984562,185.19799221866597,16540547
2014-03-18,189.955078125,192.57200233687064,188.48239344436618,188.48239344436618,19034847
2014-03-19,191.34300231933594,192.8050924201244,189.70079075244735,190.7073011312197,16376397
2014-03-20,191.9787139892578,192.2965646240893,190.31532725730796,191.04636532901645,29711945
2014-03-21,187.69839477539062,193.5361615705167,186.9249784796682,192.19061128435237,22050970
2014-03-24,191.8515625,192.56141140987643,188.82143669349333,188.85322033968518,28815466
2014-03-25,186.32107543945312,186.9991407867345,184.8801741996694,186.25750813923236,31299573
2014-03-26,188.8426513671875,191.33244138071672,186.7130760592857,186.73426515961674,13811011
2014-03-27,190.8662872314453,191.74566327811712,189.03337327909318,189.61608774480266,55407935
2014-03-28,194.1294403076172,194.93465427299975,190.7073021721278,190.7073021721278,18667646
2014-03-31,197.22314453125,199.1408001912768,193.5043449516121,194.1506265370916,18751896
2014-04-01,199.73414611816406,200.24269863537012,196.9159111022229,198.335623159616,15640608
2014-04-02,203.03973388671875,203.84494794647844,198.7806117864833,200.24270206661996,26780181
2014-04-03,201.86370849609375,204.04624227158374,199.26797314540764,202.74308439395656,26550895
2014-04-04,200.08375549316406,201.99083086639914,199.51163571017852,201.72596714507483,12513877
2014-04-07,200.06256103515625,202.35105425070748,197.9859729359119,200.0307773894489,12905249
2014-04-09,203.87672424316406,204.8408565122163,200.69827460701362,201.3021780575926,13438946
2014-04-10,205.3388214111328,206.36652101025376,203.88732568388218,204.41706730781277,10649501
2014-04-11,202.09678649902344,205.76261374555543,201.429315742858,203.9085110235199,11691621
2014-04-15,201.11148071289062,202.14978906789645,198.46277243666123,201.30219676153231,9264526
2014-04-16,199.45864868164062,203.20923186639416,198.78058345868516,200.56050997328973,12381278
2014-04-17,203.23043823242188,203.80255802305174,199.98840722561903,200.242690546413,7845800
2014-04-21,203.33641052246094,205.5295390330878,202.59476370524303,205.5295390330878,11817203
2014-04-22,205.06332397460938,209.51316156003202,202.59472349880403,203.42112655514336,19331824
2014-04-23,204.93621826171875,208.08288441613027,204.3217202295146,205.32823074852917,15288495
2014-04-24,204.93621826171875,204.93621826171875,204.93621826171875,204.93621826171875,0
2014-04-25,200.93136596679688,205.3282314450188,200.454597080124,205.11634044868697,13252156
